record_id,learner,val_log_loss,val_f1,val_accuracy,val_precision,val_recall,val_auc,pred_time,config
13,rf,0.18902050603370343,0.9261162976378903,0.9262631672915551,0.9288397568537587,0.9262631672915551,0.9717208978139924,1.8628915065825995e-07,"{'n_estimators': 4, 'max_features': 0.12803687993289598, 'max_leaves': 4, 'criterion': 'entropy'}"
14,rf,0.14495138961201412,0.9452784243530087,0.9453311908587753,0.9464933697021328,0.9453311908587753,0.9853189702998723,1.8748784146124157e-07,"{'n_estimators': 4, 'max_features': 0.12409372279250691, 'max_leaves': 13, 'criterion': 'gini'}"
15,xgboost,0.28127473093568495,0.94084174918011,0.9408534190323157,0.9409979497525643,0.9408534190323157,0.9779440968397854,1.4645992443191646e-07,"{'n_estimators': 4, 'max_leaves': 4, 'min_child_weight': 0.26208115308159446, 'learning_rate': 0.25912534572860507, 'subsample': 0.9266743941610592, 'colsample_bylevel': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0013933617380144255, 'reg_lambda': 0.18096917948292954}"
16,lgbm,0.0850382651474762,0.9659885402925285,0.9659917871808605,0.9660458884089876,0.9659917871808605,0.9955247541778491,4.326592724443738e-07,"{'n_estimators': 15, 'num_leaves': 4, 'min_child_samples': 5, 'learning_rate': 1.0, 'log_max_bin': 8, 'colsample_bytree': 0.8571920610308755, 'reg_alpha': 0.0013805492389047578, 'reg_lambda': 0.01273863928496693}"
17,extra_tree,0.3009268099875385,0.9060350188453351,0.9068452062131762,0.9194864467607404,0.9068452062131762,0.9387811988513975,1.8571194017216512e-07,"{'n_estimators': 4, 'max_features': 0.12803687993289598, 'max_leaves': 4, 'criterion': 'gini'}"
18,lgbm,0.012642693853135085,0.9963149817612339,0.9963149437600428,0.9963169553477526,0.9963149437600428,0.9998299111054394,3.392363079869945e-06,"{'n_estimators': 189, 'num_leaves': 20, 'min_child_samples': 3, 'learning_rate': 0.1740206572672412, 'log_max_bin': 8, 'colsample_bytree': 0.6649148062238498, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.006761362450996484}"
19,xgboost,0.14351456538742738,0.9454348974935444,0.9454383145866809,0.9454623859884856,0.9454383145866809,0.9866220425481387,9.814791755151843e-08,"{'n_estimators': 4, 'max_leaves': 4, 'min_child_weight': 1.8630223791106992, 'learning_rate': 1.0, 'subsample': 0.8513627344387318, 'colsample_bylevel': 1.0, 'colsample_bytree': 0.946138073111236, 'reg_alpha': 0.0018311776973217071, 'reg_lambda': 0.2790165919053837}"
20,xgboost,0.26471821660833733,0.9542752221663678,0.9543010176754151,0.954918638268039,0.9543010176754151,0.9861950480593331,9.950495813387118e-08,"{'n_estimators': 4, 'max_leaves': 8, 'min_child_weight': 0.2620811530815941, 'learning_rate': 0.25775724472262795, 'subsample': 0.9266743941610592, 'colsample_bylevel': 0.9168331919232143, 'colsample_bytree': 1.0, 'reg_alpha': 0.0013933617380144255, 'reg_lambda': 0.1809691794829294}"
21,xgboost,0.17992713647618394,0.9393693969279603,0.9395108016425638,0.9427160658945601,0.9395108016425638,0.9805925130043571,9.9368743269896e-08,"{'n_estimators': 4, 'max_leaves': 4, 'min_child_weight': 0.5873610441060624, 'learning_rate': 0.5305016568114994, 'subsample': 0.8132820472645403, 'colsample_bylevel': 0.8184166881476597, 'colsample_bytree': 0.8110207792444197, 'reg_alpha': 0.002464557255174736, 'reg_lambda': 0.6369900700728733}"
22,lgbm,0.07964421366192137,0.991130349606882,0.9911301553294055,0.9911422314935202,0.9911301553294055,0.996795889054432,1.2918856075418312e-06,"{'n_estimators': 257, 'num_leaves': 25, 'min_child_samples': 2, 'learning_rate': 0.7580647590327112, 'log_max_bin': 9, 'colsample_bytree': 0.6013779332617044, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.0012849550556250724}"
23,lgbm,0.04527317584347915,0.9877090002611177,0.9877093376182825,0.9877168483095113,0.9877093376182825,0.9991684082039057,1.7311019230008103e-06,"{'n_estimators': 139, 'num_leaves': 16, 'min_child_samples': 4, 'learning_rate': 0.03994802395822211, 'log_max_bin': 7, 'colsample_bytree': 0.7284516791859952, 'reg_alpha': 0.001538995396757784, 'reg_lambda': 0.03557791534701299}"
24,xgboost,0.08844949417613607,0.9634320148715116,0.9634351008748437,0.9634790511507246,0.9634351008748437,0.9951939431487145,1.0267195372129418e-07,"{'n_estimators': 12, 'max_leaves': 4, 'min_child_weight': 5.909231502320289, 'learning_rate': 1.0, 'subsample': 0.8894434216129232, 'colsample_bylevel': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0013605736901132325, 'reg_lambda': 0.12221581185651631}"
25,extra_tree,0.19546065564158058,0.9271857960421733,0.9275415104445635,0.9346616566731488,0.9275415104445635,0.9779716743807791,1.914023161147284e-07,"{'n_estimators': 7, 'max_features': 0.1, 'max_leaves': 11, 'criterion': 'entropy'}"
26,lgbm,0.016744827200417364,0.9945796414986093,0.9945795393679701,0.9945876411462675,0.9945795393679701,0.9997231851311792,3.068355593675376e-06,"{'n_estimators': 318, 'num_leaves': 4, 'min_child_samples': 3, 'learning_rate': 0.3239297756196596, 'log_max_bin': 9, 'colsample_bytree': 0.7330450035989674, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.024113391908612117}"
27,xgboost,0.05989504909625701,0.9767175200096468,0.9767184431351544,0.9767317547699436,0.9767184431351544,0.997845266819245,1.095388855514431e-07,"{'n_estimators': 23, 'max_leaves': 4, 'min_child_weight': 12.035965728320857, 'learning_rate': 1.0, 'subsample': 0.9814787163243813, 'colsample_bylevel': 0.8811171114303163, 'colsample_bytree': 0.8499027725496043, 'reg_alpha': 0.0022085340760961856, 'reg_lambda': 0.5460627024738881}"
28,xgboost,0.09868011122239823,0.9618324838671773,0.9618425281199786,0.9620760962155885,0.9618425281199786,0.9947092779221518,1.1615552256903762e-07,"{'n_estimators': 12, 'max_leaves': 6, 'min_child_weight': 5.90923150232028, 'learning_rate': 0.38946718731417634, 'subsample': 0.8894434216129232, 'colsample_bylevel': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0013605736901132325, 'reg_lambda': 0.12221581185651631}"
29,xgboost,0.04025071358906242,0.9860456533788228,0.9860453490448134,0.9860574489632191,0.9860453490448134,0.9988720391332984,1.225950802634644e-07,"{'n_estimators': 22, 'max_leaves': 12, 'min_child_weight': 17.348769522050958, 'learning_rate': 1.0, 'subsample': 1.0, 'colsample_bylevel': 0.9088550158793876, 'colsample_bytree': 0.7967145599266738, 'reg_alpha': 0.05680749758595097, 'reg_lambda': 2.756357095973367}"
30,lgbm,0.0191112902257086,0.9944366700225048,0.9944367077307623,0.994437265481055,0.9944367077307623,0.9996974552337092,2.080842099686091e-06,"{'n_estimators': 112, 'num_leaves': 94, 'min_child_samples': 4, 'learning_rate': 0.09348689572544719, 'log_max_bin': 7, 'colsample_bytree': 0.5967846088487322, 'reg_alpha': 0.006958608037974516, 'reg_lambda': 0.0018958768789975853}"
31,lgbm,0.024449177742923895,0.9938725403955834,0.9938725227637922,0.9938726894305249,0.9938725227637922,0.9996936678246311,1.2455214732162783e-06,"{'n_estimators': 164, 'num_leaves': 82, 'min_child_samples': 3, 'learning_rate': 0.6894442865016092, 'log_max_bin': 8, 'colsample_bytree': 0.752448710448512, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.0034732977382676868}"
32,rf,0.19721314825051411,0.9257560025769976,0.9259132297803964,0.9286812569252787,0.9259132297803964,0.968804735750766,1.8686295577275543e-07,"{'n_estimators': 4, 'max_features': 0.12803687993289598, 'max_leaves': 4, 'criterion': 'gini'}"
33,xgboost,0.0693339952565923,0.9739965165526938,0.9739975004463489,0.9740095078193043,0.9739975004463489,0.9969971292738895,1.0986920659658292e-07,"{'n_estimators': 23, 'max_leaves': 4, 'min_child_weight': 12.035965728320843, 'learning_rate': 0.8210689282647788, 'subsample': 0.9661106209889765, 'colsample_bylevel': 0.8811171114303163, 'colsample_bytree': 0.8499027725496043, 'reg_alpha': 0.0022085340760961848, 'reg_lambda': 0.5460627024738881}"
34,lgbm,0.07468659553316866,0.9736641356201658,0.9736689876807713,0.9738173448079508,0.9736689876807713,0.9973655120131847,2.3021742267877665e-06,"{'n_estimators': 218, 'num_leaves': 5, 'min_child_samples': 3, 'learning_rate': 0.043924055574361395, 'log_max_bin': 8, 'colsample_bytree': 0.5773809019991876, 'reg_alpha': 0.001858538296879656, 'reg_lambda': 0.01316213743787658}"
35,rf,0.13929812016970067,0.9409093418330597,0.9410533833244064,0.9444373315459013,0.9410533833244064,0.9891059228484778,1.901831930821505e-07,"{'n_estimators': 7, 'max_features': 0.1, 'max_leaves': 11, 'criterion': 'entropy'}"
36,extra_tree,0.18538922459359264,0.9298116201224179,0.9301196214961615,0.9364821282935913,0.9301196214961615,0.9762794868353755,1.8421187398263842e-07,"{'n_estimators': 4, 'max_features': 0.1516512623919594, 'max_leaves': 13, 'criterion': 'entropy'}"
37,xgboost,0.06324978887202024,0.9768537192306734,0.9768541331905017,0.9768570949477567,0.9768541331905017,0.9974124139099676,1.0788046958254525e-07,"{'n_estimators': 11, 'max_leaves': 9, 'min_child_weight': 3.387349216925779, 'learning_rate': 1.0, 'subsample': 0.8286310106576346, 'colsample_bylevel': 0.8648423578943012, 'colsample_bytree': 0.8954074711475323, 'reg_alpha': 0.1600839598819054, 'reg_lambda': 7.963489222529451}"
38,xgboost,0.0800705428503228,0.9690748298810128,0.9690769505445456,0.9691092646939671,0.9690769505445456,0.9962568003151886,1.2222048938753263e-07,"{'n_estimators': 43, 'max_leaves': 17, 'min_child_weight': 88.85408165928673, 'learning_rate': 0.6413547778096401, 'subsample': 1.0, 'colsample_bylevel': 0.9528676738644739, 'colsample_bytree': 0.6980216487058154, 'reg_alpha': 0.020158745350617662, 'reg_lambda': 0.9540421576799125}"
39,lgbm,0.020853681292263723,0.9940152867614535,0.9940153544009999,0.9940168806496255,0.9940153544009999,0.9997031185452283,2.106019714606104e-06,"{'n_estimators': 109, 'num_leaves': 84, 'min_child_samples': 2, 'learning_rate': 0.15306125012274605, 'log_max_bin': 10, 'colsample_bytree': 0.7463308378914483, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.012698515198279506}"
40,xgboost,0.057880291048213295,0.9791963270261654,0.979196572040707,0.9791978491332182,0.979196572040707,0.9978388619406796,1.1105087054156764e-07,"{'n_estimators': 7, 'max_leaves': 25, 'min_child_weight': 14.596807556069649, 'learning_rate': 1.0, 'subsample': 0.9728097438800569, 'colsample_bylevel': 1.0, 'colsample_bytree': 0.8416347900393352, 'reg_alpha': 0.17635337115936028, 'reg_lambda': 1.5207176194511007}"
41,extra_tree,0.21984450623895888,0.9251351941537811,0.9255775754329584,0.9343233067449421,0.9255775754329584,0.9738212946052277,2.653125013076627e-07,"{'n_estimators': 8, 'max_features': 0.151183059187768, 'max_leaves': 7, 'criterion': 'entropy'}"
